Sample,X_train_1,X_train_2,y_train
105,1.5716062989739985,0.0,0.0
106,1.5716062989739985,1.0,0.0
107,0.01175804881553483,0.0,0.0
108,0.01175804881553483,1.0,0.0
109,0.14891211255318076,0.0,0.0
110,0.14891211255318076,1.0,0.0
111,0.9050414012654162,0.0,0.0
112,0.9050414012654162,1.0,0.0
113,1.2519274293838902,0.0,0.0
114,1.2519274293838902,1.0,0.0
115,0.2242716067541227,0.0,0.0
116,0.2242716067541227,1.0,0.0
117,1.4841307915088326,0.0,0.0
118,1.4841307915088326,1.0,0.0
119,0.7288277261335694,0.0,0.0
120,0.7288277261335694,1.0,0.0
121,0.3001105653521784,0.0,0.0
122,0.3001105653521784,1.0,0.0
123,0.11285514726055562,0.0,0.0
124,0.11285514726055562,1.0,0.0
125,1.8613091670116624,0.0,0.0
126,1.8613091670116624,1.0,0.0
127,2.4190056580906343,0.0,0.0
128,2.4190056580906343,1.0,0.0
129,1.2944436462685207,0.0,0.0
130,1.2944436462685207,1.0,0.0
131,1.440516281044698,0.0,0.0
132,1.440516281044698,1.0,0.0
133,0.09758399253017384,0.0,0.0
134,0.09758399253017384,1.0,0.0
135,2.0857943994565726,0.0,0.0
136,2.0857943994565726,1.0,0.0
137,0.39540065158405513,0.0,0.0
138,0.39540065158405513,1.0,0.0
139,1.7666600222797644,0.0,0.0
140,1.7666600222797644,1.0,0.0
141,1.8824528357238703,0.0,0.0
142,1.8824528357238703,1.0,0.0
143,0.5831558886786569,0.0,0.0
144,0.5831558886786569,1.0,0.0
145,1.474153235167754,0.0,0.0
146,1.474153235167754,1.0,0.0
147,2.076756917041521,0.0,0.0
148,2.076756917041521,1.0,0.0
149,1.505786352436079,0.0,0.0
150,1.505786352436079,1.0,0.0
151,1.5995966457058708,0.0,0.0
152,1.5995966457058708,1.0,0.0
153,0.18996647274156286,0.0,0.0
154,0.18996647274156286,1.0,0.0
155,0.00755209410536428,0.0,0.0
156,0.00755209410536428,1.0,0.0
157,0.7326458202182523,0.0,0.0
158,0.7326458202182523,1.0,0.0
159,0.389368581579292,0.0,0.0
160,0.389368581579292,1.0,0.0
161,0.08714563020199781,0.0,0.0
162,0.08714563020199781,1.0,0.0
163,1.7637273071225779,0.0,0.0
164,1.7637273071225779,1.0,0.0
165,0.6166954534964493,0.0,0.0
166,0.6166954534964493,1.0,0.0
167,0.6797508332705765,0.0,0.0
168,0.6797508332705765,1.0,0.0
169,1.9300229579963437,0.0,0.0
170,1.9300229579963437,1.0,0.0
171,1.751094466840144,0.0,0.0
172,1.751094466840144,1.0,0.0
173,1.4448040436621743,0.0,0.0
174,1.4448040436621743,1.0,0.0
175,1.9478482971969795,0.0,0.0
176,1.9478482971969795,1.0,0.0
177,1.0339328105306265,0.0,0.0
178,1.0339328105306265,1.0,0.0
179,1.9001782963687246,0.0,0.0
180,1.9001782963687246,1.0,0.0
181,2.3376627213417787,0.0,0.0
182,2.3376627213417787,1.0,0.0
183,1.8638493240307998,0.0,0.0
184,1.8638493240307998,1.0,0.0
185,2.0236234893141445,0.0,0.0
186,2.0236234893141445,1.0,0.0
187,2.2022030213798356,0.0,0.0
188,2.2022030213798356,1.0,0.0
189,0.5513091155132119,0.0,0.0
190,0.5513091155132119,1.0,0.0
191,1.5703220824227393,0.0,0.0
192,1.5703220824227393,1.0,0.0
193,2.169382950972045,0.0,0.0
194,2.169382950972045,1.0,0.0
195,0.5985981871897066,0.0,0.0
196,0.5985981871897066,1.0,0.0
197,2.0155106433887084,0.0,0.0
198,2.0155106433887084,1.0,0.0
199,2.4355625414709157,0.0,0.0
200,2.4355625414709157,1.0,0.0
201,0.7875716412503991,0.0,0.0
202,0.7875716412503991,1.0,0.0
203,0.9596770096565517,0.0,0.0
204,0.9596770096565517,1.0,0.0
205,0.04500403306289855,0.0,0.0
206,0.04500403306289855,1.0,0.0
207,0.207141758474884,0.0,0.0
208,0.207141758474884,1.0,0.0
209,2.3195488642007094,0.0,0.0
210,2.3195488642007094,1.0,0.0
211,0.8886516996274206,0.0,0.0
212,0.8886516996274206,1.0,0.0
213,0.6034938452451476,0.0,0.0
214,0.6034938452451476,1.0,0.0
215,1.2801323535659306,0.0,0.0
216,1.2801323535659306,1.0,0.0
217,0.021942251085765918,0.0,0.0
218,0.021942251085765918,1.0,0.0
219,1.7515873532980408,0.0,0.0
220,1.7515873532980408,1.0,0.0
221,1.0941288779580662,0.0,0.0
222,1.0941288779580662,1.0,0.0
223,1.4003650278354396,0.0,0.0
224,1.4003650278354396,1.0,0.0
225,0.4713731461595284,0.0,0.0
226,0.4713731461595284,1.0,0.0
227,2.1858161454441922,0.0,0.0
228,2.1858161454441922,1.0,0.0
229,0.9933279664059115,0.0,0.0
230,0.9933279664059115,1.0,0.0
231,1.4565606182837127,0.0,0.0
232,1.4565606182837127,1.0,0.0
233,0.8766331171151985,0.0,0.0
234,0.8766331171151985,1.0,0.0
235,1.508865419797778,0.0,0.0
236,1.508865419797778,1.0,0.0
237,1.2826062995081586,0.0,0.0
238,1.2826062995081586,1.0,0.0
239,0.6764823980534946,0.0,0.0
240,0.6764823980534946,1.0,0.0
241,2.0455541976310174,0.0,0.0
242,2.0455541976310174,1.0,0.0
243,2.3327984955855205,0.0,0.0
244,2.3327984955855205,1.0,0.0
245,0.09039946228518161,0.0,0.0
246,0.09039946228518161,1.0,0.0
247,2.166887442221625,0.0,0.0
248,2.166887442221625,1.0,0.0
249,1.5745680407177318,0.0,0.0
250,1.5745680407177318,1.0,0.0
251,1.8154324911932276,0.0,0.0
252,1.8154324911932276,1.0,0.0
253,1.197103423651366,0.0,0.0
254,1.197103423651366,1.0,0.0
255,1.215887544807269,0.0,0.0
256,1.215887544807269,1.0,0.0
257,2.021181767245169,0.0,0.0
258,2.021181767245169,1.0,0.0
259,0.8111446469198513,0.0,0.0
260,0.8111446469198513,1.0,0.0
261,2.2819215392713588,0.0,0.0
262,2.2819215392713588,1.0,0.0
263,0.01993393342692234,0.0,0.0
264,0.01993393342692234,1.0,0.0
265,1.1164853147438183,0.0,0.0
266,1.1164853147438183,1.0,0.0
267,1.3814635495698968,0.0,0.0
268,1.3814635495698968,1.0,0.0
269,1.3564842598778035,0.0,0.0
270,1.3564842598778035,1.0,0.0
271,0.8787045056574669,0.0,0.0
272,0.8787045056574669,1.0,0.0
273,0.5899728600401957,0.0,0.0
274,0.5899728600401957,1.0,0.0
275,2.0074454421651704,0.0,0.0
276,2.0074454421651704,1.0,0.0
277,2.4556153338548032,0.0,0.0
278,2.4556153338548032,1.0,0.0
279,0.19547233692759453,0.0,0.0
280,0.19547233692759453,1.0,0.0
281,1.801729675505071,0.0,0.0
282,1.801729675505071,1.0,0.0
283,0.840704414000606,0.0,0.0
284,0.840704414000606,1.0,0.0
285,1.4746753081473036,0.0,0.0
286,1.4746753081473036,1.0,0.0
287,0.895623243842336,0.0,0.0
288,0.895623243842336,1.0,0.0
289,2.1651855803678792,0.0,0.0
290,2.1651855803678792,1.0,0.0
291,0.6194971717953234,0.0,0.0
292,0.6194971717953234,1.0,0.0
293,0.8580282489027675,0.0,0.0
294,0.8580282489027675,1.0,0.0
295,0.5314216678617696,0.0,0.0
296,0.5314216678617696,1.0,0.0
297,0.8662790192216918,0.0,0.0
298,0.8662790192216918,1.0,0.0
299,2.1355815341177884,0.0,0.0
300,2.1355815341177884,1.0,0.0
301,0.521712655754639,0.0,0.0
302,0.521712655754639,1.0,0.0
303,2.0571647047977737,0.0,0.0
304,2.0571647047977737,1.0,0.0
305,1.8357559995423403,0.0,0.0
306,1.8357559995423403,1.0,0.0
307,1.0971064173434573,0.0,0.0
308,1.0971064173434573,1.0,0.0
309,1.7299787488189486,0.0,0.0
310,1.7299787488189486,1.0,0.0
311,0.18432941079316537,0.0,0.0
312,0.18432941079316537,1.0,0.0
313,0.7808856098061222,0.0,0.0
314,0.7808856098061222,1.0,0.0
315,1.9635095780750573,0.0,0.0
316,1.9635095780750573,1.0,0.0
317,0.5016458470310141,0.0,0.0
318,0.5016458470310141,1.0,0.0
319,2.0525102899188026,0.0,0.0
320,2.0525102899188026,1.0,0.0
321,0.23120010369684665,0.0,0.0
322,0.23120010369684665,1.0,0.0
323,2.4718282319419376,0.0,0.0
324,2.4718282319419376,1.0,0.0
325,1.2365234189281031,0.0,0.0
326,1.2365234189281031,1.0,0.0
327,1.3669798935683506,0.0,0.0
328,1.3669798935683506,1.0,0.0
329,0.2392420909041431,0.0,0.0
330,0.2392420909041431,1.0,0.0
331,1.0724865581519691,0.0,0.0
332,1.0724865581519691,1.0,0.0
333,1.9433185362610104,0.0,0.0
334,1.9433185362610104,1.0,0.0
335,2.418882121742229,0.0,0.0
336,2.418882121742229,1.0,0.0
337,0.9293261894804288,0.0,0.0
338,0.9293261894804288,1.0,0.0
339,2.2283976470251057,0.0,0.0
340,2.2283976470251057,1.0,0.0
341,0.612567871955548,0.0,0.0
342,0.612567871955548,1.0,0.0
343,1.3397930143068228,0.0,0.0
344,1.3397930143068228,1.0,0.0
345,2.0338467105813955,0.0,0.0
346,2.0338467105813955,1.0,0.0
347,2.0530509802546257,0.0,0.0
348,2.0530509802546257,1.0,0.0
349,2.0269976827050415,0.0,0.0
350,2.0269976827050415,1.0,0.0
351,1.8644564142898012,0.0,0.0
352,1.8644564142898012,1.0,0.0
353,0.8716602689776243,0.0,0.0
354,0.8716602689776243,1.0,0.0
355,0.4103687087937405,0.0,0.0
356,0.4103687087937405,1.0,0.0
357,0.5534032011502451,0.0,0.0
358,0.5534032011502451,1.0,0.0
359,0.48258673561419274,0.0,0.0
360,0.48258673561419274,1.0,0.0
361,0.35423055214722254,0.0,0.0
362,0.35423055214722254,1.0,0.0
363,1.9783302934727551,0.0,0.0
364,1.9783302934727551,1.0,0.0
365,0.2524095843585627,0.0,0.0
366,0.2524095843585627,1.0,0.0
367,1.106276581874999,0.0,0.0
368,1.106276581874999,1.0,0.0
369,0.6302180719766405,0.0,0.0
370,0.6302180719766405,1.0,0.0
371,0.34092090540991743,0.0,0.0
372,0.34092090540991743,1.0,0.0
373,0.12972609035148636,0.0,0.0
374,0.12972609035148636,1.0,0.0
375,1.353795745531884,0.0,0.0
376,1.353795745531884,1.0,0.0
377,1.582345674287596,0.0,0.0
378,1.582345674287596,1.0,0.0
379,1.6054179395912802,0.0,0.0
380,1.6054179395912802,1.0,0.0
381,2.350117159771131,0.0,0.0
382,2.350117159771131,1.0,0.0
383,0.6934578195305986,0.0,0.0
384,0.6934578195305986,1.0,0.0
385,2.1998847411469526,0.0,0.0
386,2.1998847411469526,1.0,0.0
387,0.9033167893045213,0.0,0.0
388,0.9033167893045213,1.0,0.0
389,1.3064771868411948,0.0,0.0
390,1.3064771868411948,1.0,0.0
391,1.6497627817187779,0.0,0.0
392,1.6497627817187779,1.0,0.0
393,1.2202130332279102,0.0,0.0
394,1.2202130332279102,1.0,0.0
395,2.06671786842937,0.0,0.0
396,2.06671786842937,1.0,0.0
397,1.6693135774697372,0.0,0.0
398,1.6693135774697372,1.0,0.0
399,1.3799233461996399,0.0,0.0
400,1.3799233461996399,1.0,0.0
401,1.3090789110879357,0.0,0.0
402,1.3090789110879357,1.0,0.0
403,0.8363899855215342,0.0,0.0
404,0.8363899855215342,1.0,0.0
405,2.047151246758186,0.0,0.0
406,2.047151246758186,1.0,0.0
407,0.9457250643312061,0.0,0.0
408,0.9457250643312061,1.0,0.0
409,1.7396510117239739,0.0,0.0
410,1.7396510117239739,1.0,0.0
411,0.4730767142337199,0.0,0.0
412,0.4730767142337199,1.0,0.0
413,1.9996604468162593,0.0,0.0
414,1.9996604468162593,1.0,0.0
415,0.20813310890716585,0.0,0.0
416,0.20813310890716585,1.0,0.0
417,0.4506415926270069,0.0,0.0
418,0.4506415926270069,1.0,0.0
419,1.9804814576780863,0.0,0.0
420,1.9804814576780863,1.0,0.0
421,2.4931718804810563,0.0,0.0
422,2.4931718804810563,1.0,0.0
423,0.42335112073269837,0.0,0.0
424,0.42335112073269837,1.0,0.0
425,0.524795717940811,0.0,0.0
426,0.524795717940811,1.0,0.0
427,1.5633511811931355,0.0,0.0
428,1.5633511811931355,1.0,0.0
429,1.6542398733824382,0.0,0.0
430,1.6542398733824382,1.0,0.0
431,2.0398487308939384,0.0,0.0
432,2.0398487308939384,1.0,0.0
433,2.128194365359992,0.0,0.0
434,2.128194365359992,1.0,0.0
435,2.1169008922283754,0.0,0.0
436,2.1169008922283754,1.0,0.0
437,2.310993075885545,0.0,0.0
438,2.310993075885545,1.0,0.0
439,0.5812467435623146,0.0,0.0
440,0.5812467435623146,1.0,0.0
441,0.1131837371489475,0.0,0.0
442,0.1131837371489475,1.0,0.0
443,1.9541002905120775,0.0,0.0
444,1.9541002905120775,1.0,0.0
445,1.3907250323596398,0.0,0.0
446,1.3907250323596398,1.0,0.0
447,2.1688187403969486,0.0,0.0
448,2.1688187403969486,1.0,0.0
449,0.2478706252102045,0.0,0.0
450,0.2478706252102045,1.0,0.0
451,1.931939821714837,0.0,0.0
452,1.931939821714837,1.0,0.0
453,0.05987514317477263,0.0,0.0
454,0.05987514317477263,1.0,0.0
455,2.373220454536862,0.0,0.0
456,2.373220454536862,1.0,0.0
457,2.0716569629420674,0.0,0.0
458,2.0716569629420674,1.0,0.0
459,0.5755608813548821,0.0,0.0
460,0.5755608813548821,1.0,0.0
461,2.1743179074758103,0.0,0.0
462,2.1743179074758103,1.0,0.0
463,0.22141518109367678,0.0,0.0
464,0.22141518109367678,1.0,0.0
465,1.8630549524065365,0.0,0.0
466,1.8630549524065365,1.0,0.0
467,0.17370368220114465,0.0,0.0
468,0.17370368220114465,1.0,0.0
469,1.6061026986787774,0.0,0.0
470,1.6061026986787774,1.0,0.0
471,1.799453765272986,0.0,0.0
472,1.799453765272986,1.0,0.0
473,2.140667710937575,0.0,0.0
474,2.140667710937575,1.0,0.0
475,1.240636505300188,0.0,0.0
476,1.240636505300188,1.0,0.0
477,1.1621744137333772,0.0,0.0
478,1.1621744137333772,1.0,0.0
479,0.09048862007385189,0.0,0.0
480,0.09048862007385189,1.0,0.0
481,1.439048685259436,0.0,0.0
482,1.439048685259436,1.0,0.0
483,0.7444123002698272,0.0,0.0
484,0.7444123002698272,1.0,0.0
485,1.1436878265152157,0.0,0.0
486,1.1436878265152157,1.0,0.0
487,1.1440229115587346,0.0,0.0
488,1.1440229115587346,1.0,0.0
489,0.16413724821910947,0.0,0.0
490,0.16413724821910947,1.0,0.0
491,0.9321842786500795,0.0,0.0
492,0.9321842786500795,1.0,0.0
493,1.951031572094366,0.0,0.0
494,1.951031572094366,1.0,0.0
495,1.3501657956892856,0.0,0.0
496,1.3501657956892856,1.0,0.0
497,2.0354440512258716,0.0,0.0
498,2.0354440512258716,1.0,0.0
499,2.340173248312272,0.0,0.0
500,2.340173248312272,1.0,0.0
501,2.069971729453518,0.0,0.0
502,2.069971729453518,1.0,0.0
503,1.0558717929821337,0.0,0.0
504,1.0558717929821337,1.0,0.0
505,0.9027029830775424,0.0,0.0
506,0.9027029830775424,1.0,0.0
507,0.9660344677384796,0.0,0.0
508,0.9660344677384796,1.0,0.0
509,0.07678117474835855,0.0,0.0
510,0.07678117474835855,1.0,0.0
511,2.332144717970262,0.0,0.0
512,2.332144717970262,1.0,0.0
513,0.5257881047373801,0.0,0.0
514,0.5257881047373801,1.0,0.0
515,0.06838893780902121,0.0,0.0
516,0.06838893780902121,1.0,0.0
517,0.610605728796013,0.0,0.0
518,0.610605728796013,1.0,0.0
519,0.568173000299623,0.0,0.0
520,0.568173000299623,1.0,0.0
521,0.22530300636640382,0.0,0.0
522,0.22530300636640382,1.0,0.0
523,2.4630567632756657,0.0,0.0
524,2.4630567632756657,1.0,0.0
525,0.38132474672456074,0.0,0.0
526,0.38132474672456074,1.0,0.0
527,1.0740316675602821,0.0,0.0
528,1.0740316675602821,1.0,0.0
529,0.6188925330208062,0.0,0.0
530,0.6188925330208062,1.0,0.0
531,1.6828250074237205,0.0,0.0
532,1.6828250074237205,1.0,0.0
533,0.5955762588062786,0.0,0.0
534,0.5955762588062786,1.0,0.0
535,2.244340863717708,0.0,0.0
536,2.244340863717708,1.0,0.0
537,0.29594896993377673,0.0,0.0
538,0.29594896993377673,1.0,0.0
539,1.273607984718661,0.0,0.0
540,1.273607984718661,1.0,0.0
541,1.2888844686595813,0.0,0.0
542,1.2888844686595813,1.0,0.0
543,2.1501257369984135,0.0,0.0
544,2.1501257369984135,1.0,0.0
545,1.4139375762518258,0.0,0.0
546,1.4139375762518258,1.0,0.0
547,1.960864763577175,0.0,0.0
548,1.960864763577175,1.0,0.0
549,1.5963460670501686,0.0,0.0
550,1.5963460670501686,1.0,0.0
551,1.9366084373723265,0.0,0.0
552,1.9366084373723265,1.0,0.0
553,2.460217933322345,0.0,0.0
554,2.460217933322345,1.0,0.0
555,0.38428569416267766,0.0,0.0
556,0.38428569416267766,1.0,0.0
557,2.306722178564428,0.0,0.0
558,2.306722178564428,1.0,0.0
559,0.9554609466809647,0.0,0.0
560,0.9554609466809647,1.0,0.0
561,0.7607093033127814,0.0,0.0
562,0.7607093033127814,1.0,0.0
563,1.7499261677870361,0.0,0.0
564,1.7499261677870361,1.0,0.0
565,1.2650862914907333,0.0,0.0
566,1.2650862914907333,1.0,0.0
567,0.6101299122663191,0.0,0.0
568,0.6101299122663191,1.0,0.0
569,2.462678766406452,0.0,0.0
570,2.462678766406452,1.0,0.0
571,0.06563285415268393,0.0,0.0
572,0.06563285415268393,1.0,0.0
573,2.3100392502459695,0.0,0.0
574,2.3100392502459695,1.0,0.0
575,0.5820652910132387,0.0,0.0
576,0.5820652910132387,1.0,0.0
577,0.7849226785154786,0.0,0.0
578,0.7849226785154786,1.0,0.0
579,0.12765652034637967,0.0,0.0
580,0.12765652034637967,1.0,0.0
581,1.4024366755498885,0.0,0.0
582,1.4024366755498885,1.0,0.0
583,0.25675062109951097,0.0,0.0
584,0.25675062109951097,1.0,0.0
585,1.7027577730088852,0.0,0.0
586,1.7027577730088852,1.0,0.0
587,2.07067380768629,0.0,0.0
588,2.07067380768629,1.0,0.0
589,1.4363878430188408,0.0,0.0
590,1.4363878430188408,1.0,0.0
591,1.1212126410181242,0.0,0.0
592,1.1212126410181242,1.0,0.0
593,0.9827886535423753,0.0,0.0
594,0.9827886535423753,1.0,0.0
595,0.14975240860014233,0.0,0.0
596,0.14975240860014233,1.0,0.0
597,1.8973171041912114,0.0,0.0
598,1.8973171041912114,1.0,0.0
599,2.315990578112749,0.0,0.0
600,2.315990578112749,1.0,0.0
601,1.7060677605848658,0.0,0.0
602,1.7060677605848658,1.0,0.0
603,1.2664747326468837,0.0,0.0
604,1.2664747326468837,1.0,0.0
605,1.7932987066122532,0.0,0.0
606,1.7932987066122532,1.0,0.0
607,2.1885297933071275,0.0,0.0
608,2.1885297933071275,1.0,0.0
609,1.1798610349458336,0.0,0.0
610,1.1798610349458336,1.0,0.0
611,2.264860893136558,0.0,0.0
612,2.264860893136558,1.0,0.0
613,0.13222860964216684,0.0,0.0
614,0.13222860964216684,1.0,0.0
615,0.9147891232799483,0.0,0.0
616,0.9147891232799483,1.0,0.0
617,0.6374405043958808,0.0,0.0
618,0.6374405043958808,1.0,0.0
619,1.972941606785237,0.0,0.0
620,1.972941606785237,1.0,0.0
621,0.11165270686709175,0.0,0.0
622,0.11165270686709175,1.0,0.0
623,0.2136306768724363,0.0,0.0
624,0.2136306768724363,1.0,0.0
625,2.3651558288057526,0.0,0.0
626,2.3651558288057526,1.0,0.0
627,1.9868157241130562,0.0,0.0
628,1.9868157241130562,1.0,0.0
629,2.26138189179118,0.0,0.0
630,2.26138189179118,1.0,0.0
631,0.0953422732886327,0.0,0.0
632,0.0953422732886327,1.0,0.0
633,0.6675966535475387,0.0,0.0
634,0.6675966535475387,1.0,0.0
635,1.7912720972802056,0.0,0.0
636,1.7912720972802056,1.0,0.0
637,1.9452476188685504,0.0,0.0
638,1.9452476188685504,1.0,0.0
639,0.9891047170592132,0.0,0.0
640,0.9891047170592132,1.0,0.0
641,1.685008599657467,0.0,0.0
642,1.685008599657467,1.0,0.0
643,2.301946665721567,0.0,0.0
644,2.301946665721567,1.0,0.0
645,0.6147214376125963,0.0,0.0
646,0.6147214376125963,1.0,0.0
647,2.4994493146601853,0.0,0.0
648,2.4994493146601853,1.0,0.0
649,2.29058778274544,0.0,0.0
650,2.29058778274544,1.0,0.0
651,0.8392984660070715,0.0,0.0
652,0.8392984660070715,1.0,0.0
653,2.292594559604394,0.0,0.0
654,2.292594559604394,1.0,0.0
655,2.4488100357510407,0.0,0.0
656,2.4488100357510407,1.0,0.0
657,2.0351289488044264,0.0,0.0
658,2.0351289488044264,1.0,0.0
659,0.6271444409948296,0.0,0.0
660,0.6271444409948296,1.0,0.0
661,1.9212692850205397,0.0,0.0
662,1.9212692850205397,1.0,0.0
663,2.441107881959008,0.0,0.0
664,2.441107881959008,1.0,0.0
665,2.2362974374444837,0.0,0.0
666,2.2362974374444837,1.0,0.0
667,2.103700394556286,0.0,0.0
668,2.103700394556286,1.0,0.0
669,0.6111849897899182,0.0,0.0
670,0.6111849897899182,1.0,0.0
671,2.227118400077943,0.0,0.0
672,2.227118400077943,1.0,0.0
673,2.4338184113113956,0.0,0.0
674,2.4338184113113956,1.0,0.0
675,1.465355990123434,0.0,0.0
676,1.465355990123434,1.0,0.0
677,1.261702533454963,0.0,0.0
678,1.261702533454963,1.0,0.0
679,1.0779149581940108,0.0,0.0
680,1.0779149581940108,1.0,0.0
681,1.7344192290274347,0.0,0.0
682,1.7344192290274347,1.0,0.0
683,0.9173029351687769,0.0,0.0
684,0.9173029351687769,1.0,0.0
685,0.7737051872295215,0.0,0.0
686,0.7737051872295215,1.0,0.0
687,1.9578028819395932,0.0,0.0
688,1.9578028819395932,1.0,0.0
689,2.259003632931832,0.0,0.0
690,2.259003632931832,1.0,0.0
691,2.1250377413582426,0.0,0.0
692,2.1250377413582426,1.0,0.0
693,2.288181171993578,0.0,0.0
694,2.288181171993578,1.0,0.0
695,0.7360069117721534,0.0,0.0
696,0.7360069117721534,1.0,0.0
697,2.38212265954544,0.0,0.0
698,2.38212265954544,1.0,0.0
699,1.5024270867442517,0.0,0.0
700,1.5024270867442517,1.0,0.0
701,2.0528555528821006,0.0,0.0
702,2.0528555528821006,1.0,0.0
703,0.017069975422045087,0.0,0.0
704,0.017069975422045087,1.0,0.0
705,1.0238344121205432,0.0,0.0
706,1.0238344121205432,1.0,0.0
707,1.9386015542044501,0.0,0.0
708,1.9386015542044501,1.0,0.0
709,1.8608757267581222,0.0,0.0
710,1.8608757267581222,1.0,0.0
711,0.06451427917276262,0.0,0.0
712,0.06451427917276262,1.0,0.0
713,1.70476551945844,0.0,0.0
714,1.70476551945844,1.0,0.0
715,1.9675261931394807,0.0,0.0
716,1.9675261931394807,1.0,0.0
717,0.5912583130958486,0.0,0.0
718,0.5912583130958486,1.0,0.0
719,1.0685393806917123,0.0,0.0
720,1.0685393806917123,1.0,0.0
721,0.37039891859950846,0.0,0.0
722,0.37039891859950846,1.0,0.0
723,0.5347715553758959,0.0,0.0
724,0.5347715553758959,1.0,0.0
725,0.4894558813862324,0.0,0.0
726,0.4894558813862324,1.0,0.0
727,1.5258486245474179,0.0,0.0
728,1.5258486245474179,1.0,0.0
729,1.808581155319923,0.0,0.0
730,1.808581155319923,1.0,0.0
731,0.5658776099818242,0.0,0.0
732,0.5658776099818242,1.0,0.0
733,1.0045474201540472,0.0,0.0
734,1.0045474201540472,1.0,0.0
735,0.8384933032057386,0.0,0.0
736,0.8384933032057386,1.0,0.0
737,0.7519342751194685,0.0,0.0
738,0.7519342751194685,1.0,0.0
739,1.2980956233299332,0.0,0.0
740,1.2980956233299332,1.0,0.0
741,0.11391154167048055,0.0,0.0
742,0.11391154167048055,1.0,0.0
743,0.7783065892580677,0.0,0.0
