Sample;X_train_1;X_train_2;y_train
423;2.379325866;0;0
424;2.379325866;1;0
425;0.203708419;0;0
426;0.203708419;1;0
427;0.455074859;0;0
428;0.455074859;1;0
429;0.435049637;0;0
430;0.435049637;1;0
431;0.663736642;0;0
432;0.663736642;1;0
433;1.870175332;0;0
434;1.870175332;1;0
435;0.322184857;0;0
436;0.322184857;1;0
437;2.017473853;0;0
438;2.017473853;1;0
439;0.957835449;0;0
440;0.957835449;1;0
441;2.418523341;0;0
442;2.418523341;1;0
443;2.248789312;0;0
444;2.248789312;1;0
445;2.444828159;0;0
446;2.444828159;1;0
447;0.301993217;0;0
448;0.301993217;1;0
449;0.573022259;0;0
450;0.573022259;1;0
451;1.574398234;0;0
452;1.574398234;1;0
453;1.175654767;0;0
454;1.175654767;1;0
455;0.472407975;0;0
456;0.472407975;1;0
457;0.470546651;0;0
458;0.470546651;1;0
459;0.889406932;0;0
460;0.889406932;1;0
461;0.622475847;0;0
462;0.622475847;1;0
463;0.435838008;0;0
464;0.435838008;1;0
465;0.054633932;0;0
466;0.054633932;1;0
467;0.500170506;0;0
468;0.500170506;1;0
469;0.208259317;0;0
470;0.208259317;1;0
471;0.61949536;0;0
472;0.61949536;1;0
473;1.367345512;0;0
474;1.367345512;1;0
475;0.032832817;0;0
476;0.032832817;1;0
477;1.373627761;0;0
478;1.373627761;1;0
479;0.964194925;0;0
480;0.964194925;1;0
481;0.289000592;0;0
482;0.289000592;1;0
483;0.01638376;0;0
484;0.01638376;1;0
485;1.827318099;0;0
486;1.827318099;1;0
487;2.462383873;0;0
488;2.462383873;1;0
489;1.825733316;0;0
490;1.825733316;1;0
491;1.278281191;0;0
492;1.278281191;1;0
493;1.412610253;0;0
494;1.412610253;1;0
495;1.618525806;0;0
496;1.618525806;1;0
497;0.074256153;0;0
498;0.074256153;1;0
499;1.954446135;0;0
500;1.954446135;1;0
501;2.493333723;0;0
502;2.493333723;1;0
503;1.81544098;0;0
504;1.81544098;1;0
505;2.257176148;0;0
506;2.257176148;1;0
507;0.392537907;0;0
508;0.392537907;1;0
509;0.864775113;0;0
510;0.864775113;1;0
511;0.989857195;0;0
512;0.989857195;1;0
513;0.330700776;0;0
514;0.330700776;1;0
515;0.128128421;0;0
516;0.128128421;1;0
517;2.488893577;0;0
518;2.488893577;1;0
519;2.452845545;0;0
520;2.452845545;1;0
521;0.845880922;0;0
522;0.845880922;1;0
523;0.091947273;0;0
524;0.091947273;1;0
525;0.750079139;0;0
526;0.750079139;1;0
527;1.517455953;0;0
528;1.517455953;1;0
529;1.835176116;0;0
530;1.835176116;1;0
531;1.049849017;0;0
532;1.049849017;1;0
533;0.708610661;0;0
534;0.708610661;1;0
535;1.32747488;0;0
536;1.32747488;1;0
537;2.003599507;0;0
538;2.003599507;1;0
539;2.340727543;0;0
540;2.340727543;1;0
541;1.003548285;0;0
542;1.003548285;1;0
543;2.402649269;0;0
544;2.402649269;1;0
545;1.668575054;0;0
546;1.668575054;1;0
547;1.97468558;0;0
548;1.97468558;1;0
549;2.431132216;0;0
550;2.431132216;1;0
551;0.995190132;0;0
552;0.995190132;1;0
553;0.853806144;0;0
554;0.853806144;1;0
555;1.221297067;0;0
556;1.221297067;1;0
557;0.476589172;0;0
558;0.476589172;1;0
559;1.978123893;0;0
560;1.978123893;1;0
561;1.446521948;0;0
562;1.446521948;1;0
563;1.88258428;0;0
564;1.88258428;1;0
565;2.440591204;0;0
566;2.440591204;1;0
567;1.134600498;0;0
568;1.134600498;1;0
569;2.022235388;0;0
570;2.022235388;1;0
571;0.962786043;0;0
572;0.962786043;1;0
573;2.438184154;0;0
574;2.438184154;1;0
575;1.170378671;0;0
576;1.170378671;1;0
577;2.249820975;0;0
578;2.249820975;1;0
579;0.205290607;0;0
580;0.205290607;1;0
581;1.833829326;0;0
582;1.833829326;1;0
583;2.231351928;0;0
584;2.231351928;1;0
585;2.052846077;0;0
586;2.052846077;1;0
587;2.494563915;0;0
588;2.494563915;1;0
589;1.814358274;0;0
590;1.814358274;1;0
591;2.303108745;0;0
592;2.303108745;1;0
593;0.100420407;0;0
594;0.100420407;1;0
595;2.170712062;0;0
596;2.170712062;1;0
597;1.97482166;0;0
598;1.97482166;1;0
599;0.952576667;0;0
600;0.952576667;1;0
601;2.301715554;0;0
602;2.301715554;1;0
603;2.395934468;0;0
604;2.395934468;1;0
605;0.471472672;0;0
606;0.471472672;1;0
607;0.068749812;0;0
608;0.068749812;1;0
609;2.006121852;0;0
610;2.006121852;1;0
611;2.41581268;0;0
612;2.41581268;1;0
613;2.389766932;0;0
614;2.389766932;1;0
615;0.989756185;0;0
616;0.989756185;1;0
617;0.748665206;0;0
618;0.748665206;1;0
619;2.462013244;0;0
620;2.462013244;1;0
621;1.709740481;0;0
622;1.709740481;1;0
623;0.447499468;0;0
624;0.447499468;1;0
625;0.045543677;0;0
626;0.045543677;1;0
627;0.137949618;0;0
628;0.137949618;1;0
629;0.980532688;0;0
630;0.980532688;1;0
631;0.403473985;0;0
632;0.403473985;1;0
633;1.187828489;0;0
634;1.187828489;1;0
635;1.314561397;0;0
636;1.314561397;1;0
637;2.073819564;0;0
638;2.073819564;1;0
639;0.546489182;0;0
640;0.546489182;1;0
641;1.000287685;0;0
642;1.000287685;1;0
643;2.267752014;0;0
644;2.267752014;1;0
645;2.283791246;0;0
646;2.283791246;1;0
647;1.270155014;0;0
648;1.270155014;1;0
649;1.025498322;0;0
650;1.025498322;1;0
651;0.900770346;0;0
652;0.900770346;1;0
653;0.280265163;0;0
654;0.280265163;1;0
655;0.067531992;0;0
656;0.067531992;1;0
657;0.139471949;0;0
658;0.139471949;1;0
659;2.401503223;0;0
660;2.401503223;1;0
661;1.479953844;0;0
662;1.479953844;1;0
663;2.496597906;0;0
664;2.496597906;1;0
665;0.601148343;0;0
666;0.601148343;1;0
667;0.900948527;0;0
668;0.900948527;1;0
669;2.30424384;0;0
670;2.30424384;1;0
671;0.879601694;0;0
672;0.879601694;1;0
673;1.935784054;0;0
674;1.935784054;1;0
675;1.963261134;0;0
676;1.963261134;1;0
677;0.185617908;0;0
678;0.185617908;1;0
679;2.2625576;0;0
680;2.2625576;1;0
681;2.494155321;0;0
682;2.494155321;1;0
683;0.753520658;0;0
684;0.753520658;1;0
685;1.095172164;0;0
686;1.095172164;1;0
687;0.875224405;0;0
688;0.875224405;1;0
689;0.774177247;0;0
690;0.774177247;1;0
691;0.571443099;0;0
692;0.571443099;1;0
693;2.058533083;0;0
694;2.058533083;1;0
695;2.477930245;0;0
696;2.477930245;1;0
697;2.37894822;0;0
698;2.37894822;1;0
699;1.007417857;0;0
700;1.007417857;1;0
701;1.135590564;0;0
702;1.135590564;1;0
703;1.962575059;0;0
704;1.962575059;1;0
705;2.037379747;0;0
706;2.037379747;1;0
707;2.384598045;0;0
708;2.384598045;1;0
709;1.665868704;0;0
710;1.665868704;1;0
711;0.774482602;0;0
712;0.774482602;1;0
713;0.80235705;0;0
714;0.80235705;1;0
715;0.67251846;0;0
716;0.67251846;1;0
717;0.82482271;0;0
718;0.82482271;1;0
719;0.887006057;0;0
720;0.887006057;1;0
721;0.466080934;0;0
722;0.466080934;1;0
723;0.365042816;0;0
724;0.365042816;1;0
725;2.230663994;0;0
726;2.230663994;1;0
727;2.191806251;0;0
728;2.191806251;1;0
729;1.807563386;0;0
730;1.807563386;1;0
731;1.752263347;0;0
732;1.752263347;1;0
733;1.906876528;0;0
734;1.906876528;1;0
735;1.159334643;0;0
736;1.159334643;1;0
737;0.106452769;0;0
738;0.106452769;1;0
739;0.324292554;0;0
740;0.324292554;1;0
741;2.286145604;0;0
742;2.286145604;1;0
743;2.420157062;0;0
744;2.420157062;1;0
745;1.01765558;0;0
746;1.01765558;1;0
747;1.856124237;0;0
748;1.856124237;1;0
749;1.06495223;0;0
750;1.06495223;1;0
751;0.102531555;0;0
752;0.102531555;1;0
753;0.960468892;0;0
754;0.960468892;1;0
755;0.223932657;0;0
756;0.223932657;1;0
757;1.698607287;0;0
758;1.698607287;1;0
759;2.141886793;0;0
760;2.141886793;1;0
761;0.987289199;0;0
762;0.987289199;1;0
763;0.394314805;0;0
764;0.394314805;1;0
765;2.218777378;0;0
766;2.218777378;1;0
767;2.357171159;0;0
768;2.357171159;1;0
769;1.699853436;0;0
770;1.699853436;1;0
771;1.125676982;0;0
772;1.125676982;1;0
773;1.71256167;0;0
774;1.71256167;1;0
775;1.270687657;0;0
776;1.270687657;1;0
777;2.386512122;0;0
778;2.386512122;1;0
779;0.062938018;0;0
780;0.062938018;1;0
781;2.117042954;0;0
782;2.117042954;1;0
783;2.228491;0;0
784;2.228491;1;0
785;1.624745921;0;0
786;1.624745921;1;0
787;0.58790455;0;0
788;0.58790455;1;0
789;1.301882385;0;0
790;1.301882385;1;0
791;1.643288527;0;0
792;1.643288527;1;0
793;2.227111027;0;0
794;2.227111027;1;0
795;0.280753896;0;0
796;0.280753896;1;0
797;0.03950012;0;0
798;0.03950012;1;0
799;1.711698343;0;0
800;1.711698343;1;0
801;0.157510166;0;0
802;0.157510166;1;0
803;2.184168346;0;0
804;2.184168346;1;0
805;0.94824777;0;0
806;0.94824777;1;0
807;2.121219564;0;0
808;2.121219564;1;0
809;0.338676674;0;0
810;0.338676674;1;0
811;0.296187181;0;0
812;0.296187181;1;0
813;1.562900566;0;0
814;1.562900566;1;0
815;1.258491523;0;0
816;1.258491523;1;0
817;0.140751756;0;0
818;0.140751756;1;0
819;1.267548102;0;0
820;1.267548102;1;0
821;1.635991878;0;0
822;1.635991878;1;0
823;1.462080412;0;0
824;1.462080412;1;0
825;0.280883029;0;0
826;0.280883029;1;0
827;2.267134755;0;0
828;2.267134755;1;0
829;0.774636199;0;0
830;0.774636199;1;0
831;1.409353632;0;0
832;1.409353632;1;0
833;1.541937772;0;0
834;1.541937772;1;0
835;1.672511471;0;0
836;1.672511471;1;0
837;0.448096281;0;0
838;0.448096281;1;0
839;0.151172876;0;0
840;0.151172876;1;0
841;0.329464602;0;0
842;0.329464602;1;0
843;0.291861901;0;0
844;0.291861901;1;0
845;1.614165311;0;0
846;1.614165311;1;0
847;0.608101015;0;0
848;0.608101015;1;0
849;1.462522309;0;0
850;1.462522309;1;0
851;2.278952722;0;0
852;2.278952722;1;0
853;1.684529791;0;0
854;1.684529791;1;0
855;0.479151878;0;0
856;0.479151878;1;0
857;1.668277491;0;0
858;1.668277491;1;0
859;1.916445587;0;0
860;1.916445587;1;0
861;1.079691887;0;0
862;1.079691887;1;0
863;0.476707519;0;0
864;0.476707519;1;0
865;0.164812906;0;0
866;0.164812906;1;0
867;0.239366838;0;0
868;0.239366838;1;0
869;2.087892316;0;0
870;2.087892316;1;0
871;0.451475669;0;0
872;0.451475669;1;0
873;0.790572079;0;0
874;0.790572079;1;0
875;0.013415904;0;0
876;0.013415904;1;0
877;0.255360077;0;0
878;0.255360077;1;0
879;2.057570015;0;0
880;2.057570015;1;0
881;1.226986862;0;0
882;1.226986862;1;0
883;2.083006896;0;0
884;2.083006896;1;0
885;1.88036453;0;0
886;1.88036453;1;0
887;0.893019769;0;0
888;0.893019769;1;0
889;0.535152794;0;0
890;0.535152794;1;0
891;0.361051036;0;0
892;0.361051036;1;0
893;2.201342058;0;0
894;2.201342058;1;0
895;1.126071173;0;0
896;1.126071173;1;0
897;1.195826035;0;0
898;1.195826035;1;0
899;1.914466423;0;0
900;1.914466423;1;0
901;0.018557499;0;0
902;0.018557499;1;0
903;2.199201622;0;0
904;2.199201622;1;0
905;1.382414981;0;0
906;1.382414981;1;0
907;2.314815819;0;0
908;2.314815819;1;0
909;1.509428533;0;0
910;1.509428533;1;0
911;1.01214343;0;0
912;1.01214343;1;0
913;0.16021646;0;0
914;0.16021646;1;0
915;1.977288683;0;0
916;1.977288683;1;0
917;0.024137458;0;0
918;0.024137458;1;0
919;0.819167791;0;0
920;0.819167791;1;0
921;1.613784447;0;0
922;1.613784447;1;0
923;1.664031847;0;0
924;1.664031847;1;0
925;2.285515589;0;0
926;2.285515589;1;0
927;0.730598575;0;0
928;0.730598575;1;0
929;1.590461645;0;0
930;1.590461645;1;0
931;2.387584487;0;0
932;2.387584487;1;0
933;1.552198338;0;0
934;1.552198338;1;0
935;1.197169148;0;0
936;1.197169148;1;0
937;0.221889119;0;0
938;0.221889119;1;0
939;1.628181299;0;0
940;1.628181299;1;0
941;1.836313851;0;0
942;1.836313851;1;0
943;0.427289739;0;0
944;0.427289739;1;0
945;0.624601119;0;0
946;0.624601119;1;0
947;0.600190898;0;0
948;0.600190898;1;0
949;2.079445409;0;0
950;2.079445409;1;0
951;0.541643432;0;0
952;0.541643432;1;0
953;1.760498265;0;0
954;1.760498265;1;0
955;0.146946709;0;0
956;0.146946709;1;0
957;1.488616078;0;0
958;1.488616078;1;0
959;0.543952711;0;0
960;0.543952711;1;0
961;1.461544567;0;0
962;1.461544567;1;0
963;0.295644817;0;0
964;0.295644817;1;0
965;1.05556612;0;0
966;1.05556612;1;0
967;1.192052242;0;0
968;1.192052242;1;0
969;0.332428177;0;0
970;0.332428177;1;0
971;1.497561903;0;0
972;1.497561903;1;0
973;0.768029273;0;0
974;0.768029273;1;0
975;1.208271332;0;0
976;1.208271332;1;0
977;0.046414078;0;0
978;0.046414078;1;0
979;2.258768417;0;0
980;2.258768417;1;0
981;0.357466774;0;0
982;0.357466774;1;0
983;0.113185733;0;0
984;0.113185733;1;0
985;1.070250228;0;0
986;1.070250228;1;0
987;0.771927209;0;0
988;0.771927209;1;0
989;1.013888996;0;0
990;1.013888996;1;0
991;1.143754293;0;0
992;1.143754293;1;0
993;1.100240633;0;0
994;1.100240633;1;0
995;1.05373294;0;0
996;1.05373294;1;0
997;2.464865028;0;0
998;2.464865028;1;0
999;1.972444001;0;0
1000;1.972444001;1;0
1001;0.427051808;0;0
1002;0.427051808;1;0
1003;0.292618224;0;0
1004;0.292618224;1;0
1005;1.392009109;0;0
1006;1.392009109;1;0
1007;0.527728267;0;0
1008;0.527728267;1;0
1009;2.046971372;0;0
1010;2.046971372;1;0
1011;1.747137942;0;0
1012;1.747137942;1;0
1013;2.110421889;0;0
1014;2.110421889;1;0
1015;2.184810867;0;0
1016;2.184810867;1;0
1017;1.756024961;0;0
1018;1.756024961;1;0
1019;0.983930255;0;0
1020;0.983930255;1;0
1021;2.024349301;0;0
1022;2.024349301;1;0
1023;0.361376223;0;0
1024;0.361376223;1;0
1025;1.648527126;0;0
1026;1.648527126;1;0
1027;2.323661245;0;0
1028;2.323661245;1;0
1029;1.266752536;0;0
1030;1.266752536;1;0
1031;1.358570482;0;0
1032;1.358570482;1;0
1033;2.420938987;0;0
1034;2.420938987;1;0
1035;1.472349512;0;0
1036;1.472349512;1;0
1037;0.019970258;0;0
1038;0.019970258;1;0
1039;0.193967185;0;0
1040;0.193967185;1;0
1041;0.234828532;0;0
1042;0.234828532;1;0
1043;1.826249442;0;0
1044;1.826249442;1;0
1045;1.448126782;0;0
1046;1.448126782;1;0
1047;2.470195356;0;0
1048;2.470195356;1;0
1049;1.280902597;0;0
1050;1.280902597;1;0
1051;2.04183245;0;0
1052;2.04183245;1;0
1053;1.0046662;0;0
1054;1.0046662;1;0
1055;2.479540191;0;0
1056;2.479540191;1;0
1057;1.172372893;0;0
1058;1.172372893;1;0
1059;0.746641895;0;0
1060;0.746641895;1;0
1061;2.074550017;0;0
1062;2.074550017;1;0
1063;0.87160137;0;0
1064;0.87160137;1;0
1065;2.150672746;0;0
1066;2.150672746;1;0
1067;0.836862005;0;0
1068;0.836862005;1;0
1069;1.081602133;0;0
1070;1.081602133;1;0
1071;0.259791071;0;0
1072;0.259791071;1;0
1073;0.616379489;0;0
1074;0.616379489;1;0
1075;0.563785944;0;0
1076;0.563785944;1;0
1077;1.168998829;0;0
1078;1.168998829;1;0
1079;1.737056921;0;0
1080;1.737056921;1;0
1081;1.318659877;0;0
1082;1.318659877;1;0
1083;1.422801899;0;0
1084;1.422801899;1;0
1085;1.157120553;0;0
1086;1.157120553;1;0
1087;0.065066504;0;0
1088;0.065066504;1;0
1089;2.231466078;0;0
1090;2.231466078;1;0
1091;0.711451708;0;0
1092;0.711451708;1;0
1093;0.73000817;0;0
1094;0.73000817;1;0
1095;2.023332975;0;0
1096;2.023332975;1;0
1097;1.511827535;0;0
1098;1.511827535;1;0
1099;1.450908242;0;0
1100;1.450908242;1;0
1101;2.130041785;0;0
1102;2.130041785;1;0
1103;1.796263335;0;0
1104;1.796263335;1;0
1105;1.593196103;0;0
1106;1.593196103;1;0
1107;2.421057912;0;0
1108;2.421057912;1;0
1109;1.46584776;0;0
1110;1.46584776;1;0
1111;1.746010969;0;0
1112;1.746010969;1;0
1113;0.272132913;0;0
1114;0.272132913;1;0
1115;0.439800699;0;0
1116;0.439800699;1;0
1117;0.007473432;0;0
1118;0.007473432;1;0
1119;0.929256566;0;0
1120;0.929256566;1;0
1121;0.872586584;0;0
1122;0.872586584;1;0
1123;2.277333189;0;0
1124;2.277333189;1;0
1125;0.795796371;0;0
1126;0.795796371;1;0
1127;0.058052946;0;0
1128;0.058052946;1;0
1129;2.483416574;0;0
1130;2.483416574;1;0
1131;0.607313412;0;0
1132;0.607313412;1;0
1133;0.040204936;0;0
1134;0.040204936;1;0
1135;1.106981061;0;0
1136;1.106981061;1;0
1137;1.759754219;0;0
1138;1.759754219;1;0
1139;2.407407757;0;0
1140;2.407407757;1;0
1141;1.777734276;0;0
1142;1.777734276;1;0
1143;0.804420469;0;0
1144;0.804420469;1;0
1145;0.227848356;0;0
1146;0.227848356;1;0
1147;0.182986593;0;0
1148;0.182986593;1;0
1149;1.42920534;0;0
1150;1.42920534;1;0
1151;1.894438755;0;0
